id,armed,armed_factor,age,gender,race,white,black,hispanic,asian,native,other,city,state,signs_of_mental_illness,mental_illness,threat_level,attack,flee,flee_factor,body_camera,bodycam
951,gun,1,28,M,White,1,0,0,0,0,0,Zanesville,OH,TRUE,1,attack,1,Not fleeing,0,FALSE,0
952,gun,1,47,M,White,1,0,0,0,0,0,Paddock Lake,WI,FALSE,0,attack,1,Not fleeing,0,FALSE,0
953,unknown,1,49,M,White,1,0,0,0,0,0,Kenai Peninsula,AK,FALSE,0,attack,1,Not fleeing,0,FALSE,0
949,gun,1,36,M,White,1,0,0,0,0,0,Talking Rock,GA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
954,unknown,1,45,M,Black,0,1,0,0,0,0,Frederick,MD,FALSE,0,other,0,Not fleeing,0,FALSE,0
955,gun,1,21,F,Black,0,1,0,0,0,0,Washington,DC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
956,unarmed,0,18,M,Other,0,0,0,0,0,1,Tampa,FL,FALSE,0,attack,1,Foot,1,FALSE,0
960,gun,1,25,M,Black,0,1,0,0,0,0,Savannah,GA,FALSE,0,attack,1,Not fleeing,0,TRUE,1
958,unarmed,0,29,M,Black,0,1,0,0,0,0,Point Loma,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
959,gun,1,57,M,White,1,0,0,0,0,0,Smithville,MS,FALSE,0,attack,1,Not fleeing,0,FALSE,0
961,gun,1,34,M,Black,0,1,0,0,0,0,Jacksonville,FL,FALSE,0,attack,1,Not fleeing,0,FALSE,0
962,gun,1,35,M,White,1,0,0,0,0,0,Salem,OR,FALSE,0,attack,1,Car,1,FALSE,0
964,gun,1,37.1179309,M,Black,0,1,0,0,0,0,Columbus,OH,FALSE,0,other,0,Not fleeing,0,FALSE,0
965,gun,1,18,M,White,1,0,0,0,0,0,Hohenwald,TN,FALSE,0,attack,1,Not fleeing,0,FALSE,0
966,gun,1,62,M,White,1,0,0,0,0,0,Burkesville,KY,FALSE,0,attack,1,Other,1,FALSE,0
967,gun,1,29,M,Hispanic,0,0,1,0,0,0,Mesquite,TX,FALSE,0,attack,1,Car,1,FALSE,0
968,gun,1,25,M,Black,0,1,0,0,0,0,Houston,TX,FALSE,0,other,0,Foot,1,FALSE,0
971,knife,1,30,M,White,1,0,0,0,0,0,Norwood,OK,FALSE,0,attack,1,Foot,1,FALSE,0
2867,gun,1,24,M,Black,0,1,0,0,0,0,Houston,TX,FALSE,0,attack,1,Not fleeing,0,FALSE,0
2871,gun,1,52,M,White,1,0,0,0,0,0,Old Town,FL,FALSE,0,attack,1,Not fleeing,0,FALSE,0
969,gun,1,33,M,White,1,0,0,0,0,0,Colorado Springs,CO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
970,unarmed,0,56,M,Black,0,1,0,0,0,0,Opelika,AL,FALSE,0,other,0,Car,1,FALSE,0
972,gun,1,49,M,White,1,0,0,0,0,0,Hutchinson,MN,FALSE,0,attack,1,Not fleeing,0,FALSE,0
973,gun,1,20,M,White,1,0,0,0,0,0,Eureka,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
974,gun,1,62,M,White,1,0,0,0,0,0,Council,ID,FALSE,0,undetermined,0,Not fleeing,0,TRUE,1
975,gun,1,62,M,Black,0,1,0,0,0,0,Washington,DC,FALSE,0,attack,1,Car,1,FALSE,0
980,unarmed,0,6,M,White,1,0,0,0,0,0,Marksville,LA,FALSE,0,other,0,Car,1,TRUE,1
977,gun,1,30,M,White,1,0,0,0,0,0,Springfield,MO,FALSE,0,attack,1,Foot,1,FALSE,0
978,gun,1,57,M,Black,0,1,0,0,0,0,Houston,TX,FALSE,0,attack,1,Car,1,FALSE,0
979,knife,1,18,M,Other,0,0,0,0,0,1,Merced,CA,FALSE,0,attack,1,Foot,1,FALSE,0
981,unarmed,0,47,M,White,1,0,0,0,0,0,Pacific Beach,CA,FALSE,0,other,0,Foot,1,TRUE,1
983,gun,1,48,M,White,1,0,0,0,0,0,Morgantown,WV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
984,gun,1,20,M,White,1,0,0,0,0,0,Hominy,OK,TRUE,1,attack,1,Car,1,FALSE,0
985,hammer,1,30,M,White,1,0,0,0,0,0,Lakeshire,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
987,gun,1,36,F,White,1,0,0,0,0,0,Goose Creek,SC,TRUE,1,attack,1,Not fleeing,0,FALSE,0
986,gun,1,51,M,White,1,0,0,0,0,0,Portland,OR,TRUE,1,attack,1,Not fleeing,0,FALSE,0
988,unknown,1,55,M,White,1,0,0,0,0,0,Las Vegas,NV,FALSE,0,other,0,Car,1,FALSE,0
992,unknown,1,48,M,White,1,0,0,0,0,0,Wadesboro,NC,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
989,unknown,1,20,M,Black,0,1,0,0,0,0,Spartanburg,SC,FALSE,0,attack,1,Car,1,FALSE,0
991,gun,1,25,M,Hispanic,0,0,1,0,0,0,North Laredo,TX,TRUE,1,attack,1,Not fleeing,0,FALSE,0
993,gun,1,26,M,White,1,0,0,0,0,0,Braxton County,WV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
994,gun,1,45,M,Hispanic,0,0,1,0,0,0,San Jose,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1001,bean-bag gun,1,35,M,Hispanic,0,0,1,0,0,0,Los Angeles,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
995,gun,1,34,M,Hispanic,0,0,1,0,0,0,Chico,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
996,unknown,1,36,M,Hispanic,0,0,1,0,0,0,Brighton,CO,FALSE,0,other,0,Car,1,FALSE,0
1013,gun,1,22,M,White,1,0,0,0,0,0,Dillon,MT,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1161,toy weapon,1,63,M,White,1,0,0,0,0,0,Colorado Springs,CO,TRUE,1,attack,1,Not fleeing,0,FALSE,0
997,unknown,1,31,M,Hispanic,0,0,1,0,0,0,Albuquerque,NM,FALSE,0,other,0,Car,1,FALSE,0
998,gun,1,25,M,Hispanic,0,0,1,0,0,0,San Francisco,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
999,gun,1,57,M,White,1,0,0,0,0,0,Aiken,SC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1000,gun,1,32,M,Black,0,1,0,0,0,0,Baltimore,MD,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1002,knife,1,42,M,Black,0,1,0,0,0,0,Sunnyvale,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1005,toy weapon,1,52,M,White,1,0,0,0,0,0,Gibson County,TN,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1007,unknown,1,25,M,Hispanic,0,0,1,0,0,0,Jurupa Valley,CA,FALSE,0,undetermined,0,Other,1,FALSE,0
1008,gun,1,25,M,White,1,0,0,0,0,0,Eden,GA,FALSE,0,attack,1,Foot,1,FALSE,0
1006,hammer,1,31,M,Hispanic,0,0,1,0,0,0,Jurupa Valley,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1003,toy weapon,1,39,M,Black,0,1,0,0,0,0,Oakland,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1009,unknown,1,16,M,Black,0,1,0,0,0,0,Germantown,PA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1012,unarmed,0,24,M,Black,0,1,0,0,0,0,Minneapolis,MN,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
1004,Taser,1,32,M,White,1,0,0,0,0,0,Spring Lake,NC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1014,unknown,1,25,M,White,1,0,0,0,0,0,Whitfield County,GA,FALSE,0,other,0,Car,1,FALSE,0
1228,unknown,1,28,M,White,1,0,0,0,0,0,Leon County,TX,FALSE,0,undetermined,0,Car,1,FALSE,0
1010,gun,1,28,M,Black,0,1,0,0,0,0,Miami,FL,TRUE,1,attack,1,Foot,1,FALSE,0
1011,gun,1,21,M,Black,0,1,0,0,0,0,Cayce,SC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1015,unknown,1,30,M,Black,0,1,0,0,0,0,Weatherford,TX,FALSE,0,other,0,Car,1,FALSE,0
1016,unarmed,0,58,M,White,1,0,0,0,0,0,Arlington,GA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1018,gun,1,47,M,White,1,0,0,0,0,0,Little Egg Harbor,NJ,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1141,gun,1,41,M,White,1,0,0,0,0,0,Weatherford,TX,FALSE,0,undetermined,0,Car,1,FALSE,0
1017,unknown,1,25,M,Black,0,1,0,0,0,0,Opa-Locka,FL,FALSE,0,other,0,Not fleeing,0,FALSE,0
1019,gun,1,44,M,Black,0,1,0,0,0,0,Benton Township,MI,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1020,gun,1,34,M,Black,0,1,0,0,0,0,Manatee,FL,FALSE,0,attack,1,Other,1,FALSE,0
1021,knife,1,27,M,Black,0,1,0,0,0,0,Fort Pierce,FL,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1022,knife,1,34,M,Black,0,1,0,0,0,0,Washington,DC,FALSE,0,other,0,Not fleeing,0,FALSE,0
1023,unarmed,0,29,M,Black,0,1,0,0,0,0,Barstow,CA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1024,gun,1,39,M,White,1,0,0,0,0,0,Paulding County,GA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1026,unarmed,0,24,M,White,1,0,0,0,0,0,Colbert,OK,FALSE,0,attack,1,Foot,1,FALSE,0
1025,knife,1,47,M,White,1,0,0,0,0,0,Fontana,CA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1027,gun,1,45,M,White,1,0,0,0,0,0,Reno,NV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1029,gun,1,28,M,Hispanic,0,0,1,0,0,0,Denver,CO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1030,gun,1,50,M,White,1,0,0,0,0,0,Columbus,OH,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1028,knife,1,49,M,Hispanic,0,0,1,0,0,0,Corpus Christi,TX,FALSE,0,other,0,Not fleeing,0,TRUE,1
1031,toy weapon,1,45,M,White,1,0,0,0,0,0,Columbia Heights,MN,FALSE,0,other,0,Not fleeing,0,FALSE,0
1033,gun,1,24,M,Black,0,1,0,0,0,0,Camden,NJ,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1032,toy weapon,1,32,M,White,1,0,0,0,0,0,Las Vegas,NV,TRUE,1,attack,1,Foot,1,TRUE,1
1034,knife,1,23,M,White,1,0,0,0,0,0,Springfield,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1035,gun,1,52,M,White,1,0,0,0,0,0,Eagar,AZ,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1046,gun,1,37,F,White,1,0,0,0,0,0,Ozark,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1104,unarmed,0,26,M,White,1,0,0,0,0,0,Chico,CA,FALSE,0,other,0,Car,1,TRUE,1
1039,gun,1,58,M,White,1,0,0,0,0,0,Lampe,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1040,baseball bat and fireplace poker,1,50,M,White,1,0,0,0,0,0,Seagoville,TX,FALSE,0,other,0,Not fleeing,0,FALSE,0
1036,gun,1,22,M,White,1,0,0,0,0,0,Celina,OH,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1037,gun,1,53,M,White,1,0,0,0,0,0,Maysville,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1038,gun,1,69,M,Hispanic,0,0,1,0,0,0,Sun City,AZ,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1041,gun,1,23,M,Hispanic,0,0,1,0,0,0,Bakersfield,CA,FALSE,0,attack,1,Foot,1,FALSE,0
1042,gun,1,29,M,White,1,0,0,0,0,0,Lincoln,NE,FALSE,0,attack,1,Other,1,FALSE,0
1043,unknown,1,25,M,Asian,0,0,0,1,0,0,Aurora,CO,FALSE,0,attack,1,Car,1,FALSE,0
1044,gun,1,18,M,Black,0,1,0,0,0,0,Atlanta,GA,FALSE,0,attack,1,Foot,1,FALSE,0
1227,unknown,1,31,M,Hispanic,0,0,1,0,0,0,Wink,TX,FALSE,0,other,0,Not fleeing,0,FALSE,0
1045,gun,1,23,M,White,1,0,0,0,0,0,Bangor,ME,FALSE,0,attack,1,Foot,1,FALSE,0
1047,gun,1,18,M,Hispanic,0,0,1,0,0,0,Norwalk,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1049,gun,1,35,M,Hispanic,0,0,1,0,0,0,Denver,CO,FALSE,0,attack,1,Car,1,FALSE,0
1050,gun,1,27,F,Other,0,0,0,0,0,1,San Bernardino,CA,FALSE,0,attack,1,Car,1,FALSE,0
1051,gun,1,28,M,Other,0,0,0,0,0,1,San Bernardino,CA,FALSE,0,attack,1,Car,1,FALSE,0
1052,knife,1,26,M,Black,0,1,0,0,0,0,San Francisco,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1053,gun,1,32,M,Hispanic,0,0,1,0,0,0,San Antonio,TX,FALSE,0,other,0,Not fleeing,0,FALSE,0
1054,gun,1,36,M,Hispanic,0,0,1,0,0,0,Deming,NM,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1055,gun,1,66,M,White,1,0,0,0,0,0,Big Springs,NE,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1057,gun,1,21,M,Black,0,1,0,0,0,0,Mount Washington,PA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1056,metal stick,1,47,M,White,1,0,0,0,0,0,Mesa,AZ,FALSE,0,other,0,Not fleeing,0,FALSE,0
1058,gun,1,24,M,White,1,0,0,0,0,0,Irving,TX,FALSE,0,attack,1,Foot,1,FALSE,0
1060,gun,1,60,M,White,1,0,0,0,0,0,Neenah,WI,FALSE,0,other,0,Not fleeing,0,FALSE,0
1061,gun,1,61,F,White,1,0,0,0,0,0,St. Louis,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1062,gun,1,38,M,Hispanic,0,0,1,0,0,0,Indio,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1059,straight edge razor,1,51,M,White,1,0,0,0,0,0,Miami,FL,FALSE,0,other,0,Not fleeing,0,TRUE,1
1063,gun,1,35,M,White,1,0,0,0,0,0,Seattle,WA,FALSE,0,attack,1,Car,1,FALSE,0
1064,gun,1,46,M,Black,0,1,0,0,0,0,Richmond Heights,OH,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1065,knife,1,48,M,White,1,0,0,0,0,0,Laramie,WY,TRUE,1,other,0,Not fleeing,0,FALSE,0
1067,unarmed,0,36,M,Black,0,1,0,0,0,0,Yonkers,NY,FALSE,0,other,0,Foot,1,FALSE,0
1068,gun,1,33,M,Black,0,1,0,0,0,0,Cleveland,OH,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1069,gun,1,66,M,White,1,0,0,0,0,0,Leitchfield,KY,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1071,gun,1,34,M,White,1,0,0,0,0,0,Indianapolis,IN,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1072,gun,1,55,M,Black,0,1,0,0,0,0,Taylors,SC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1073,knife,1,54,M,White,1,0,0,0,0,0,Marina,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1075,unarmed,0,36,M,White,1,0,0,0,0,0,Tucson,AZ,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1076,knife,1,25,M,Black,0,1,0,0,0,0,Indianapolis,IN,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1078,gun and knife,1,24,M,Black,0,1,0,0,0,0,Chattanooga,TN,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1079,gun,1,28,M,Black,0,1,0,0,0,0,Lynwood,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1081,Taser,1,36,M,White,1,0,0,0,0,0,Healdton,OK,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1082,gun,1,20,M,White,1,0,0,0,0,0,East Stroudsburg,PA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1083,knife,1,49,M,Hispanic,0,0,1,0,0,0,San Bernardino,CA,FALSE,0,attack,1,Other,1,FALSE,0
1077,gun,1,51,F,White,1,0,0,0,0,0,Arlington,TX,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1080,ax,1,21,M,White,1,0,0,0,0,0,Denton,TX,TRUE,1,other,0,Not fleeing,0,FALSE,0
1084,knife,1,30,M,Other,0,0,0,0,0,1,Thurston County,WA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1089,gun,1,32,M,Hispanic,0,0,1,0,0,0,Mountain View,CO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1085,gun,1,33,M,Black,0,1,0,0,0,0,New Orleans,LA,FALSE,0,attack,1,Not fleeing,0,TRUE,1
1090,unknown,1,56,M,White,1,0,0,0,0,0,Humboldt,TN,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
1091,gun,1,48,F,White,1,0,0,0,0,0,Las Vegas,NV,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1092,knife,1,39,M,Asian,0,0,0,1,0,0,Long Beach,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1093,unknown,1,19,M,Hispanic,0,0,1,0,0,0,Gilroy,CA,FALSE,0,undetermined,0,Other,1,TRUE,1
1094,gun,1,45,M,Hispanic,0,0,1,0,0,0,Las Vegas,NV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1095,gun,1,33,M,White,1,0,0,0,0,0,Mount Hope,WV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1088,knife,1,52,M,White,1,0,0,0,0,0,Middle River,MD,TRUE,1,other,0,Not fleeing,0,FALSE,0
1096,unknown,1,51,M,Black,0,1,0,0,0,0,Dallas,NC,FALSE,0,attack,1,Car,1,FALSE,0
1097,knife,1,37.1179309,M,White,1,0,0,0,0,0,Camarillo,CA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1098,machete,1,25,M,White,1,0,0,0,0,0,Kent,OH,TRUE,1,other,0,Not fleeing,0,FALSE,0
1099,gun,1,24,M,White,1,0,0,0,0,0,Modesto,CA,FALSE,0,attack,1,Other,1,FALSE,0
1100,gun,1,22,F,White,1,0,0,0,0,0,Northwood,OH,FALSE,0,attack,1,Other,1,FALSE,0
1101,unknown,1,32,M,White,1,0,0,0,0,0,Knoxville,TN,FALSE,0,attack,1,Car,1,FALSE,0
1102,toy weapon,1,58,M,Hispanic,0,0,1,0,0,0,Taos,NM,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1103,gun,1,24,M,Black,0,1,0,0,0,0,Concord,VA,FALSE,0,attack,1,Other,1,FALSE,0
1105,unknown,1,26,M,Hispanic,0,0,1,0,0,0,Los Angeles,CA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1106,gun,1,30,M,Black,0,1,0,0,0,0,Palmdale,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1107,gun,1,31,M,Hispanic,0,0,1,0,0,0,Amarillo,TX,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1108,gun,1,34,M,Hispanic,0,0,1,0,0,0,Hemet,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1109,gun,1,48,M,Black,0,1,0,0,0,0,Douglasville,GA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1110,unarmed,0,37.1179309,M,Black,0,1,0,0,0,0,Breaux Bridge,LA,TRUE,1,other,0,Not fleeing,0,FALSE,0
1111,gun,1,21,M,White,1,0,0,0,0,0,Canaan Township,PA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1112,gun,1,39,M,White,1,0,0,0,0,0,Deltona,FL,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1113,gun,1,25,M,Black,0,1,0,0,0,0,Aurora,CO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1119,gun,1,30,M,White,1,0,0,0,0,0,Smartsville,CA,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1115,gun,1,56,M,White,1,0,0,0,0,0,Burlington,VT,FALSE,0,attack,1,Not fleeing,0,TRUE,1
1116,unknown,1,29,M,White,1,0,0,0,0,0,Brooksville,FL,FALSE,0,undetermined,0,Car,1,FALSE,0
1117,gun,1,19,M,Hispanic,0,0,1,0,0,0,Albuquerque,NM,FALSE,0,undetermined,0,Foot,1,TRUE,1
1118,unarmed,0,35,M,Black,0,1,0,0,0,0,Dearborn,MI,TRUE,1,other,0,Not fleeing,0,FALSE,0
1120,unknown,1,36,M,White,1,0,0,0,0,0,Winnsboro,LA,FALSE,0,other,0,Car,1,FALSE,0
1126,gun,1,24,M,Black,0,1,0,0,0,0,Lansing,MI,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1127,knife,1,23,M,Hispanic,0,0,1,0,0,0,Porterville,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1125,knife,1,31,M,White,1,0,0,0,0,0,Palo Alto,CA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1121,brick,1,41,M,White,1,0,0,0,0,0,Phoenix,AZ,TRUE,1,other,0,Not fleeing,0,FALSE,0
1123,unarmed,0,55,F,Black,0,1,0,0,0,0,Chicago,IL,FALSE,0,other,0,Other,1,FALSE,0
1124,baseball bat,1,19,M,Black,0,1,0,0,0,0,Chicago,IL,TRUE,1,undetermined,0,Not fleeing,0,FALSE,0
1151,gun,1,38,M,Hispanic,0,0,1,0,0,0,Homedale,ID,FALSE,0,attack,1,Not fleeing,0,TRUE,1
1128,unknown,1,36,M,White,1,0,0,0,0,0,Lucedale,MS,FALSE,0,undetermined,0,Car,1,FALSE,0
1132,knife,1,34,M,White,1,0,0,0,0,0,Tempe,AZ,TRUE,1,other,0,Not fleeing,0,TRUE,1
1143,unknown,1,52,M,White,1,0,0,0,0,0,Franklin,LA,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
1131,toy weapon,1,28,M,White,1,0,0,0,0,0,Suffolk,VA,FALSE,0,attack,1,Not fleeing,0,TRUE,1
1133,knife,1,50,F,Other,0,0,0,0,0,1,Santa Nella,CA,TRUE,1,other,0,Not fleeing,0,FALSE,0
1134,unknown,1,37.1179309,M,Asian,0,0,0,1,0,0,Rosemead,CA,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
1135,knife,1,55,M,Hispanic,0,0,1,0,0,0,Fresno,CA,FALSE,0,attack,1,Not fleeing,0,TRUE,1
1137,unarmed,0,23,M,Black,0,1,0,0,0,0,Las Vegas,NV,FALSE,0,other,0,Not fleeing,0,TRUE,1
1139,knife,1,30,M,White,1,0,0,0,0,0,San Diego,CA,FALSE,0,other,0,Not fleeing,0,TRUE,1
1195,gun,1,54,M,White,1,0,0,0,0,0,Maryneal,TX,FALSE,0,attack,1,Car,1,FALSE,0
1198,gun,1,37,M,White,1,0,0,0,0,0,Sioux Falls,SD,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1138,knife,1,37,M,White,1,0,0,0,0,0,Livingston,MT,FALSE,0,other,0,Not fleeing,0,FALSE,0
1140,gun,1,30,M,Black,0,1,0,0,0,0,Charlotte,NC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1142,unknown,1,27,M,Black,0,1,0,0,0,0,Ragley,LA,FALSE,0,undetermined,0,Not fleeing,0,FALSE,0
1144,gun,1,22,M,Black,0,1,0,0,0,0,Oklahoma City,OK,FALSE,0,attack,1,Foot,1,TRUE,1
1145,unknown,1,29,M,White,1,0,0,0,0,0,Olympia,WA,FALSE,0,attack,1,Foot,1,FALSE,0
1146,knife,1,39,M,White,1,0,0,0,0,0,Johnson City,TN,FALSE,0,other,0,Foot,1,FALSE,0
1147,gun,1,33,M,Black,0,1,0,0,0,0,Charlotte,NC,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1148,gun,1,52,M,White,1,0,0,0,0,0,Redding,CA,TRUE,1,other,0,Not fleeing,0,FALSE,0
1149,hand torch,1,28,M,Hispanic,0,0,1,0,0,0,Ceres,CA,FALSE,0,other,0,Foot,1,FALSE,0
1160,knife,1,54,M,White,1,0,0,0,0,0,Upper Darby,PA,TRUE,1,other,0,Not fleeing,0,FALSE,0
1150,toy weapon,1,38,M,White,1,0,0,0,0,0,Zion,IL,TRUE,1,other,0,Foot,1,FALSE,0
1153,gun,1,32,M,Hispanic,0,0,1,0,0,0,Carrizozo,NM,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1154,gun,1,34,M,White,1,0,0,0,0,0,Daviess County,KY,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1157,knife,1,26,M,White,1,0,0,0,0,0,Geneva,WI,FALSE,0,other,0,Not fleeing,0,FALSE,0
1158,gun,1,50,M,White,1,0,0,0,0,0,Acworth,GA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1156,chain saw,1,37,M,White,1,0,0,0,0,0,Kelso,WA,TRUE,1,other,0,Not fleeing,0,FALSE,0
1159,toy weapon,1,45,F,White,1,0,0,0,0,0,Rising Sun,MD,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1162,unknown,1,56,M,White,1,0,0,0,0,0,San Fernando,CA,FALSE,0,attack,1,Car,1,FALSE,0
1163,toy weapon,1,45,M,White,1,0,0,0,0,0,Cincinnati,OH,TRUE,1,attack,1,Foot,1,FALSE,0
1164,gun,1,32,M,White,1,0,0,0,0,0,Denver,CO,FALSE,0,other,0,Not fleeing,0,FALSE,0
1165,unarmed,0,12,F,White,1,0,0,0,0,0,Penn Township,PA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1166,knife,1,49,M,Native,0,0,0,0,1,0,Spenard,AK,TRUE,1,other,0,Not fleeing,0,FALSE,0
1167,gun,1,58,M,White,1,0,0,0,0,0,Norfolk,VA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1183,gun,1,29,M,White,1,0,0,0,0,0,Sevierville,TN,FALSE,0,other,0,Foot,1,TRUE,1
1197,gun,1,60,M,White,1,0,0,0,0,0,Cle Elum,WA,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1168,gun,1,40,M,White,1,0,0,0,0,0,Hurst,IL,TRUE,1,attack,1,Not fleeing,0,FALSE,0
1169,knife,1,39,M,Hispanic,0,0,1,0,0,0,Santa Clarita,CA,FALSE,0,other,0,Not fleeing,0,FALSE,0
1180,gun,1,26,M,White,1,0,0,0,0,0,Elkins,WV,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1196,gun,1,24,M,Black,0,1,0,0,0,0,Southfield,MI,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1172,toy weapon,1,34,M,Hispanic,0,0,1,0,0,0,Hollywood Hills,CA,FALSE,0,other,0,Foot,1,FALSE,0
1173,gun,1,27,M,White,1,0,0,0,0,0,San Antonio,TX,FALSE,0,attack,1,Foot,1,FALSE,0
1176,toy weapon,1,44,M,White,1,0,0,0,0,0,Beaverton,OR,FALSE,0,other,0,Not fleeing,0,FALSE,0
1177,unarmed,0,25,F,White,1,0,0,0,0,0,El Cajon,CA,FALSE,0,other,0,Car,1,FALSE,0
1179,unknown,1,55,M,White,1,0,0,0,0,0,Petroleum,WV,FALSE,0,other,0,Car,1,FALSE,0
1181,gun,1,19,M,Black,0,1,0,0,0,0,Belle Glade,FL,FALSE,0,attack,1,Foot,1,FALSE,0
1170,gun,1,52,M,Black,0,1,0,0,0,0,St. Louis,MO,FALSE,0,attack,1,Not fleeing,0,FALSE,0
1175,gun,1,31,M,White,1,0,0,0,0,0,Salt Lake City,UT,FALSE,0,attack,1,Foot,1,TRUE,1
